Feb  5 23:32:26 syslog-client syslog-ng[9]: Syslog connection established; fd='12', server='AF_INET(172.18.0.3:514)', local='AF_INET(0.0.0.0:0)'
Feb  5 23:42:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=0', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=2', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=2', processed='center(received)=2', dropped='global(internal_source)=0', processed='global(internal_source)=2', queued='global(internal_source)=0', processed='destination(d_server)=2', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=2', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=2', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=152', stamp='src.internal(s_test#1)=1770334346', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=2', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=183'
Feb  5 23:52:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=2', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=3', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=3', processed='center(received)=3', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=3', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=3', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=3', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=556', stamp='src.internal(s_test#1)=1770334946', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1363'
Feb  6 00:02:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=4', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=4', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=4', processed='center(received)=4', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=4', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=4', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=4', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=758', stamp='src.internal(s_test#1)=1770335546', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 00:12:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=6', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=5', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=5', processed='center(received)=5', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=5', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=5', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=5', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=879', stamp='src.internal(s_test#1)=1770336146', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 00:22:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=8', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=6', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=6', processed='center(received)=6', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=6', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=6', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=6', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=960', stamp='src.internal(s_test#1)=1770336746', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 00:32:26 syslog-client syslog-ng[9]: Log statistics; processed='global(payload_reallocs)=10', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=7', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=7', processed='center(received)=7', dropped='global(internal_source)=0', processed='global(internal_source)=7', queued='global(internal_source)=0', processed='destination(d_server)=7', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=7', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=7', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=1017', stamp='src.internal(s_test#1)=1770337346', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=7', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 16:16:27 syslog-client syslog-ng[8]: syslog-ng starting up; version='4.10.2'
Feb  6 16:16:28 syslog-client syslog-ng[8]: Syslog connection established; fd='12', server='AF_INET(172.18.0.3:514)', local='AF_INET(0.0.0.0:0)'
Feb  6 16:26:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=0', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=2', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=2', processed='center(received)=2', dropped='global(internal_source)=0', processed='global(internal_source)=2', queued='global(internal_source)=0', processed='destination(d_server)=2', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=2', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=2', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=152', stamp='src.internal(s_test#1)=1770394588', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=2', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=183'
Feb  6 16:36:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=2', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=3', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=3', processed='center(received)=3', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=3', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=3', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=3', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=556', stamp='src.internal(s_test#1)=1770395188', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1363'
Feb  6 16:46:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=4', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=4', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=4', processed='center(received)=4', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=4', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=4', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=4', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=758', stamp='src.internal(s_test#1)=1770395788', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 16:56:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=6', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=5', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=5', processed='center(received)=5', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=5', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=5', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=5', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=879', stamp='src.internal(s_test#1)=1770396388', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 17:06:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=8', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=6', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=6', processed='center(received)=6', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=6', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=6', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=6', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=960', stamp='src.internal(s_test#1)=1770396988', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 17:16:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=10', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=7', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=7', processed='center(received)=7', dropped='global(internal_source)=0', processed='global(internal_source)=7', queued='global(internal_source)=0', processed='destination(d_server)=7', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=7', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=7', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=1017', stamp='src.internal(s_test#1)=1770397588', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=7', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1364'
Feb  6 17:26:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=12', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=8', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=8', processed='center(received)=8', dropped='global(internal_source)=0', processed='global(internal_source)=8', queued='global(internal_source)=0', processed='destination(d_server)=8', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=8', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=8', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=1061', stamp='src.internal(s_test#1)=1770398188', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=8', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1366'
Feb  6 17:36:28 syslog-client syslog-ng[8]: Log statistics; processed='global(payload_reallocs)=14', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=9', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=9', processed='center(received)=9', dropped='global(internal_source)=0', processed='global(internal_source)=9', queued='global(internal_source)=0', processed='destination(d_server)=9', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=9', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=9', processed='global(msg_clones)=0', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=1095', stamp='src.internal(s_test#1)=1770398788', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=9', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1366'
